1, 100, 50000, 4, 5, 2, 1, 32, 0, 10,115.312, 119.344, 123.276, 1.069, 1.033
1, 100, 50000, 8, 5, 2, 1, 32, 0, 10,241.127, 252.862, 257.871, 1.069, 1.020
1, 100, 50000, 12, 5, 2, 1, 32, 0, 10,337.090, 353.953, 362.455, 1.075, 1.024
1, 100, 50000, 4, 10, 2, 1, 32, 0, 10,247.705, 252.931, 253.994, 1.025, 1.004
1, 100, 50000, 8, 10, 2, 1, 32, 0, 10,515.497, 526.556, 531.237, 1.031, 1.009
1, 100, 50000, 12, 10, 2, 1, 32, 0, 10,714.274, 735.019, 743.150, 1.040, 1.011
1, 100, 50000, 4, 15, 2, 1, 32, 0, 10,383.862, 387.559, 393.574, 1.025, 1.016
1, 100, 50000, 8, 15, 2, 1, 32, 0, 10,789.894, 805.129, 808.962, 1.024, 1.005
1, 100, 50000, 12, 15, 2, 1, 32, 0, 10,1100.452, 1120.081, 1124.474, 1.022, 1.004
1, 100, 50000, 4, 20, 2, 1, 32, 0, 10,522.337, 527.576, 532.007, 1.019, 1.008
1, 100, 50000, 8, 20, 2, 1, 32, 0, 10,1070.237, 1083.896, 1086.351, 1.015, 1.002
1, 100, 50000, 12, 20, 2, 1, 32, 0, 10,1485.956, 1505.891, 1508.506, 1.015, 1.002
1, 100, 50000, 4, 25, 2, 1, 32, 0, 10,659.844, 668.296, 672.111, 1.019, 1.006
1, 100, 50000, 8, 25, 2, 1, 32, 0, 10,1349.072, 1366.041, 1367.745, 1.014, 1.001
1, 100, 50000, 12, 25, 2, 1, 32, 0, 10,1868.848, 1894.545, 1892.739, 1.013, 0.999
1, 100, 50000, 4, 30, 2, 1, 32, 0, 10,797.385, 805.737, 809.594, 1.015, 1.005
1, 100, 50000, 8, 30, 2, 1, 32, 0, 10,1632.418, 1644.093, 1651.869, 1.012, 1.005
1, 100, 50000, 12, 30, 2, 1, 32, 0, 10,2257.922, 2277.873, 2283.248, 1.011, 1.002
1, 100, 50000, 4, 5, 2, 1, 32, 0, 100,115.605, 119.432, 122.922, 1.063, 1.029
1, 100, 50000, 8, 5, 2, 1, 32, 0, 100,241.566, 253.411, 258.689, 1.071, 1.021
1, 100, 50000, 12, 5, 2, 1, 32, 0, 100,336.980, 355.296, 363.830, 1.080, 1.024
1, 100, 50000, 4, 10, 2, 1, 32, 0, 100,247.893, 253.792, 258.490, 1.043, 1.019
1, 100, 50000, 8, 10, 2, 1, 32, 0, 100,515.181, 528.209, 532.229, 1.033, 1.008
1, 100, 50000, 12, 10, 2, 1, 32, 0, 100,713.688, 736.442, 742.739, 1.041, 1.009
1, 100, 50000, 4, 15, 2, 1, 32, 0, 100,383.858, 389.134, 393.018, 1.024, 1.010
1, 100, 50000, 8, 15, 2, 1, 32, 0, 100,789.760, 807.073, 807.791, 1.023, 1.001
1, 100, 50000, 12, 15, 2, 1, 32, 0, 100,1100.394, 1122.588, 1125.990, 1.023, 1.003
1, 100, 50000, 4, 20, 2, 1, 32, 0, 100,521.367, 528.012, 531.110, 1.019, 1.006
1, 100, 50000, 8, 20, 2, 1, 32, 0, 100,1070.434, 1086.780, 1088.542, 1.017, 1.002
1, 100, 50000, 12, 20, 2, 1, 32, 0, 100,1485.684, 1510.669, 1511.079, 1.017, 1.000
1, 100, 50000, 4, 25, 2, 1, 32, 0, 100,659.366, 667.734, 670.576, 1.017, 1.004
1, 100, 50000, 8, 25, 2, 1, 32, 0, 100,1349.066, 1368.008, 1366.274, 1.013, 0.999
1, 100, 50000, 12, 25, 2, 1, 32, 0, 100,1870.728, 1897.034, 1897.874, 1.015, 1.000
1, 100, 50000, 4, 30, 2, 1, 32, 0, 100,797.695, 806.250, 813.435, 1.020, 1.009
1, 100, 50000, 8, 30, 2, 1, 32, 0, 100,1630.167, 1648.698, 1655.208, 1.015, 1.004
1, 100, 50000, 12, 30, 2, 1, 32, 0, 100,2257.973, 2283.779, 2284.540, 1.012, 1.000
